fname,sentence,I-ORG
pr4197_17,38,Ham
pr4201_17,1,ISS
pr4204_17,21,Facebook
pr4210_17,82,Ham
pr4212_17,10,Circus
pr4212_17,46,TV
pr4214_17,42,Ham
pr4215_17,12,SS
pr4215_17,21,SS
pr4217_17,26,"Benny, Påske"
pr4217_17,37,"Benny, Påske"
pr4217_17,47,DDS
pr4217_17,48,Føtex
pr4217_17,61,"Benny, Påske"
pr4217_17,65,"Benny, Påske"
pr4218_17,26,TV
pr4221_17,7,ABBA
pr4221_17,12,Talent
pr4224_17,12,Gestapo
pr4225_17,22,fagforeningen
pr4226_17,19,"Atlanta, –"
pr4226_17,26,"Louisville, –"
pr4227_17,7,konservative
pr4227_17,59,Venstre
pr4227_17,59,Konservative
pr4229_17,1,britiske
pr4229_17,13,"britiske, parlament"
pr4229_17,41,Orlando
pr4229_17,42,Noas
pr4229_17,45,Noas
pr4230_17,6,TV
pr4230_17,36,Politiken
pr4232_17,0,TV
pr4232_17,5,"UEFA, –"
pr4232_17,15,EU
pr4233_17,2,"Coop, –"
pr4234_17,17,Facebook
pr4235_17,36,Facebook
pr4239_17,12,Taliban
pr4241_17,20,Ham
pr4243_17,4,daten
pr4243_17,7,daten
pr4245_17,18,TV
pr4245_17,21,TV
pr4245_17,28,TV
pr4245_17,37,Kræftens
pr4245_17,44,Ham
pr4248_17,18,TV
pr4249_17,23,TV
pr4249_17,105,hvedekorn
pr4261_18,62,"Champions, League"
pr4267_18,14,"World, Trade, Center"
pr4269_18,4,DR
pr4269_18,84,school
pr4271_18,7,Ham
pr4274_18,72,Ham
pr4278_18,69,Ham
pr4278_18,74,forladelse
pr4280_18,35,Facebook
pr4282_18,42,brasilianerne
pr4287_18,3,"DR, P1"
pr4287_18,27,Folkekirken
pr4287_18,29,Kultur
pr4289_18,17,Føtex
pr4289_18,21,"Gamle, Testamente"
pr4289_18,25,Robinson
pr4289_18,37,Sognepræsten
pr4293_18,17,Grand
pr4299_18,32,DR
pr4299_18,94,Ham
pr4300_18,13,Folketinget
pr4300_18,22,Folketinget
pr4301_18,0,League
pr4301_18,1,"FC, Barcelona"
pr4301_18,4,Bayern
pr4301_18,7,AGF
pr4303_18,12,Fitness
pr4304_18,2,Røde
pr4304_18,4,ak
pr4304_18,28,britiske
pr4304_18,28,One
pr4305_18,38,evangelisk
pr4306_18,6,"Det, Gamle, Testamente"
pr4306_18,52,DONG
pr4307_18,42,Svalegangen
pr4310_18,50,Islamisk
pr4312_19,6,Det
pr4313_19,2,Dansk
pr4315_19,46,"DR, TV"
pr4315_19,47,DR
pr4315_19,75,Nationalmuseet
pr4316_19,23,"Frederiks, -"
pr4316_19,59,"Den, Danske, Salmebog"
pr4320_19,9,Testamente
pr4320_19,11,"Det, Gamle"
pr4320_19,11,Det
pr4320_19,11,Testamente
pr4320_19,56,Deadline
pr4321_19,22,Testamente
pr4321_19,24,Det
pr4321_19,24,Testamente
pr4323_19,21,Testamente
pr4323_19,80,barnsben
pr4325_19,0,"Post, Danmark"
pr4325_19,1,"Københavns, Politigård"
pr4325_19,11,Testamente
pr4326_19,1,Tysklands
pr4326_19,2,Det
pr4326_19,2,Testamente
pr4327_19,0,lutherske
pr4327_19,1,lutherske
pr4327_19,4,katolske
pr4327_19,9,katolske
pr4328_19,71,Det
pr4329_19,60,Det
pr4330_19,12,DR
pr4332_19,7,Det
pr4332_19,8,Det
pr4332_19,8,Testamente
pr4332_19,10,toldbod
pr4333_19,1,Capitol
pr4333_19,1,Capitol
pr4333_19,4,Disney
pr4333_19,40,Testamente
pr4334_19,59,Filmskolen
pr4337_19,5,Testamente
pr4337_19,39,Det
pr4338_19,8,Efa
pr4339_19,22,"Danmarks, Radio"
pr4340_19,2,katolske
pr4340_19,59,Tivoli
pr4340_19,62,"”, Ham"
pr4341_19,1,Bakkehuset
pr4341_19,53,Det
pr4341_19,53,Testamente
pr4343_19,0,Folke
pr4343_19,104,Det
pr4343_19,104,Testamente
pr4345_19,51,"Frederiks, -"
pr4345_19,63,Testamente
pr4345_19,66,Testamente
pr4345_19,73,Testamente
pr4346_19,47,Testamente
pr4349_20,0,"Etisk, Råd"
pr4350_20,7,"Washington, DC"
pr4350_20,52,Vietnamkrigen
pr4350_20,96,"Kristeligt, Dagblad"
pr4352_21,56,comfort
pr4359_22,0,TV2
pr4359_22,65,Dansk
pr4364_22,0,Bilka
pr4364_22,30,Bilka
pr4364_22,31,Bilka
pr4364_22,31,Bilka
pr4364_22,34,Bilka
pr4364_22,60,Bilka
pr4368_22,6,"Ekstra, Bladet"
pr4369_22,19,barnsben
pr4369_22,82,"Det, Gamle, Testamente"
pr4373_22,16,jødiske
pr4376_22,9,sundhedsministeriet
pr4377_22,26,lutherske
pr4379_22,55,DDS
pr4380_22,14,Testamente
pr4380_22,33,Testamente
pr4380_22,49,Det
pr4385_22,9,hvedekorn
pr4385_22,34,hvedekorn
pr4385_22,42,hvedekorn
pr4389_22,39,Brugsen
pr4389_22,47,"Ny, Testamente"
pr4392_22,12,Ham
pr4398_22,71,Folkekirken
pr4400_22,22,Røde
pr4404_22,51,TV
pr4409_22,37,Brugsen
pr4411_22,1,"Jyske, Lov"
pr4412_22,8,barnsben
pr4415_22,4,barnsben
pr4422_22,8,katolske
pr4428_22,69,Beatles
pr4430_22,34,TV
pr4431_22,0,Testamente
pr4434_22,8,"Det, Røde"
pr4434_22,14,"Det, Gamle, Testamente"
pr4435_22,11,"Holger, Danske"
pr4436_22,10,"Holger, Danske"
pr4437_22,26,DDS
pr4438_22,11,Testamente
pr4443_22,17,TV
pr4443_22,20,DDS
pr4445_22,20,Det
pr4445_22,23,"Det, Gamle, Testamente"
pr4445_22,36,"Det, Gamle, Testamente"
pr4447_22,13,strø
pr4448_22,0,DDS
pr4448_22,30,romerske
pr4454_22,42,jyske
pr4456_22,2,DDS
pr4467_22,11,Testamente
pr4467_22,23,katolske
pr4469_22,5,Det
pr4469_22,6,Det
pr4469_22,6,Testamente
pr4469_22,12,Det
pr4469_22,13,Det
pr4469_22,13,Testamente
pr4476_22,0,Facebook
pr4477_22,12,Olympiske
pr4478_22,9,Testamente
pr4478_22,11,evangelist
pr4478_22,32,Helliges
pr4487_22,10,Testamente
pr4489_22,11,"Københavns, Byret"
pr4490_22,11,Paradisets
pr4491_22,3,DDS
pr4492_22,29,ak
pr4494_22,29,DDS
pr4496_23,3,Folkekirkens
pr4496_23,13,verdensbanken
pr4496_23,25,verdensbanken
pr4496_23,48,Verdensbanken
pr4496_23,69,verdensbanken
pr4499_23,53,"Danske, Kirkers, Råd"
pr4502_23,2,GT
pr4502_23,43,"Det, Gamle, Testamente"
pr4502_23,62,"Royal, Opera, House"
pr4510_23,19,Facebook
pr4516_23,25,TV2
pr4517_23,33,katolske
pr4518_23,18,Testamente
pr4521_23,5,"Den, Danske, Salmebog"
pr4521_23,16,fynske
pr4523_23,52,Israels
pr4523_23,58,GT
pr4525_23,30,nazi
pr4525_23,43,Politiken
pr4529_23,0,Folkekirkens
pr4529_23,15,Folkekirkens
pr4529_23,23,Folkekirkens
pr4529_23,44,Folkekirkens
pr4530_23,3,FN
pr4530_23,3,Danida
pr4530_23,7,Greenpeace
pr4532_23,26,EU
pr4532_23,27,Europaparlamentet
pr4532_23,27,EU
pr4532_23,28,EU
pr4543_24,49,Facebook
pr4583_24,67,FDF
pr4586_24,14,"Århus, Universitet"
pr4595_25,22,DSB
pr4598_25,31,regime
pr4602_25,41,EU
pr4604_25,25,TV2
pr4605_25,104,lotto
pr4610_25,60,lotto
pr4614_25,59,Bilka
pr4616_25,0,DR2
pr4626_25,10,Taleban
pr4626_25,12,Taleban
pr4626_25,15,Taleban
pr4626_25,44,Taleban
pr4626_25,80,Taleban
pr4627_25,15,Var
pr4627_25,42,Lech
pr4628_25,51,Psykologisk
pr4634_25,34,hof
pr4636_25,64,DR
pr4636_25,72,IKEA
pr4638_25,105,Ham
pr4640_25,4,DR2
pr4641_25,40,Mærsk
pr4641_25,42,Grundfos
pr4641_25,43,Grundfos
pr4642_25,4,Facebook
pr4642_25,9,Facebook
pr4642_25,9,Facebook
pr4646_25,98,beskærer
pr4649_25,21,lutherske
pr4650_25,22,Palæstinas
pr4654_25,6,"Italiens, Nationale, Kommission"
pr4655_25,78,Folkekirken
pr4660_25,72,toldbod
pr4660_25,79,toldbod
pr4663_25,46,"Røde, Kors"
pr4664_25,5,Østjyllands
pr4675_25,1,Christiansborg
pr4676_25,15,"Det, kongelige, Teater"
pr4677_25,17,romerske
pr4682_25,5,"Århus, Universitet"
pr4682_25,13,Netto
pr4684_25,8,TV
pr4687_25,41,regime
pr4692_25,93,lotto
pr4695_25,85,Ham
pr4702_25,14,DR
pr4711_25,12,EU
pr4712_25,52,toldbod
pr4713_25,84,Ham
pr4729_25,57,Røde
pr4730_25,54,kreditforening
pr4734_25,58,riges
pr4736_25,3,DSB
pr4736_25,5,DSB
pr4736_25,5,transportministeriet
pr4736_25,6,DSB
pr4739_25,0,Google
pr4739_25,3,Google
pr4739_25,6,Googles
pr4739_25,7,Google
pr4739_25,8,Google
pr4739_25,11,Google
pr4739_25,17,Google
pr4739_25,21,Google
pr4742_25,39,Sprognævn
pr4742_25,40,P1
pr4743_25,5,Naboen
pr4745_25,13,Facebook
pr4745_25,19,Facebook
pr4745_25,69,Ham
pr4753_25,6,Puch
pr4754_25,10,Sovjet
pr4754_25,73,tyske
pr4754_25,98,"Mellemkirkelige, Råd"
pr4757_25,11,Facebook
pr4757_25,51,Ham
pr4759_25,7,EU
pr4759_25,12,EU
pr4764_25,97,himmelfartsdag
pr4767_25,6,Jyllandsposten
pr4767_25,8,"Kristeligt, Dagblad"
pr4768_25,9,katolske
pr4770_25,14,EU
pr4777_25,39,Folkekirkens
pr4777_25,73,"Danmarks, Radio"
pr4780_25,18,"evangelisk, lutherske"
pr4782_25,44,Saybia
pr4782_25,47,Rigshospitalet
pr4783_25,92,fif
pr4787_25,59,Facebook
pr4792_25,78,Islamisk
pr4793_25,109,romanske
pr4795_25,32,Gnags
pr4800_25,1,Facebook
pr4800_25,3,Facebook
pr4800_25,22,Facebook
pr4801_25,87,Facebook
pr4802_25,91,Ham
pr4816_25,69,Ham
pr4820_25,58,riges
pr4822_25,9,"Danmarks, Radio"
pr4823_25,42,"Røde, Kors"
pr4827_25,20,"Verdenssundhedsorganisationen, WHO"
pr4836_25,2,Puch
pr4836_25,4,LA
pr4836_25,21,Puch
pr4836_25,31,Puch
pr4837_25,26,lutherske
pr4845_58,49,TV
pr4846_58,11,Facebook
pr4846_58,15,DR2
pr4848_58,93,"Bush, osv"
pr4850_58,2,Hær
pr4850_58,3,"Kristeligt, Dagblad"
pr4850_58,113,Rigshospitalet
pr4852_58,25,P1
pr4852_58,33,P1
pr4852_58,49,"Indre, Mission"
pr4852_58,86,Magdalen
pr4855_58,15,bluff
pr4857_58,76,"Kristeligt, Dagblad"
pr4857_58,94,katolske
pr4857_58,95,ortodokse
pr4857_58,102,katolske
pr4865_58,56,LM
pr4866_58,209,splinter
pr4867_58,61,lutherske
pr4871_58,73,Rige
pr4873_58,38,P1
pr4873_58,38,P3s
pr4876_58,140,Ham
pr4878_58,2,Trinitatis
pr4879_58,37,P1
pr4882_58,33,"World, Trade, Center"
pr4883_58,75,Rigshospitalets
pr4883_58,78,BT
pr4884_58,1,Dagblad
pr4884_58,5,Folkekirken
pr4884_58,7,rigshospitalet
pr4885_58,12,Kronikken
pr4885_58,16,Folkekirken
pr4885_58,18,rigshospitalet
pr4886_58,16,TV
pr4886_58,18,Awards
pr4886_58,18,"MTV, Awards"
pr4887_58,45,Berlingske
pr4888_58,76,Rigshospitalets
pr4888_58,79,BT
pr4889_58,27,P1
pr4889_58,36,P1
pr4889_58,39,"Kristeligt, Dagblad"
pr4890_58,11,katolske
pr4890_58,93,"Kristeligt, Dagblad"
pr4892_58,97,forladelse
pr4893_58,2,radioens
pr4893_58,36,TV
pr4893_58,62,lutherske
pr4894_58,4,Halloween
pr4894_58,73,hebræerbrevet
pr4895_58,17,katolske
pr4901_58,5,YouTube
pr4901_58,13,TV
pr4901_58,13,TV
pr4904_58,58,Hr
pr4910_58,78,Søns
pr4914_58,23,"Fuller, Seminary"
pr4914_58,29,Testamente
pr4916_58,102,lutherske
pr4917_58,14,Silvan
pr4919_58,2,jødiske
pr4920_58,87,"De, Olympiske, Lege"
pr4921_58,64,Grand
pr4921_58,65,Grand
pr4921_58,67,Gran
pr4921_58,82,Gran
pr4922_58,16,Waffen
pr4922_58,16,"Waffen, -, SS"
pr4923_58,85,De
pr4924_58,66,De
pr4924_58,66,Sønner
pr4925_58,32,Bethesda
pr4925_58,144,Bethesda
pr4928_58,102,Israels
pr4932_58,27,P1
pr4932_58,36,P1
pr4932_58,39,"Kristeligt, Dagblad"
pr4933_58,135,"Santiago, –"
pr4936_58,15,Facebook
pr4936_58,17,Facebook
pr4936_58,23,TV
pr4937_58,43,Ham
pr4938_58,47,jødiske
pr4938_58,115,Ham
pr4939_58,2,Facebook
pr4940_58,54,"Vestre, Fængsel"
pr4940_58,126,Konfirmationen
pr4942_58,2,TV3
pr4942_58,3,Google
pr4942_58,9,Netto
pr4943_58,36,Suzuki
pr4944_58,6,Politiken
pr4944_58,7,Politiken
pr4944_58,32,Beatles
pr4945_58,4,"Harvard, University"
pr4945_58,7,Washington
pr4945_58,21,Kristi
pr4946_58,63,"Vestre, Fængsel"
pr4947_58,126,Ham
pr4954_58,3,TV
pr4954_58,110,Ham
pr4955_58,2,HC
pr4956_58,96,lotto
pr4959_58,3,Hellig
pr4960_58,29,"Røde, Kors"
pr4960_58,31,"Røde, Kors"
pr4960_58,35,"Røde, Kors"
pr4961_58,50,Rugby
pr4962_58,18,Hellig
pr4965_58,74,katolske
pr4969_58,57,Ultimate
pr4969_58,114,TV
pr4970_58,39,katolske
pr4970_58,75,"Danmarks, Radio"
pr4970_58,96,katolsk
pr4971_58,8,Kongeriget
pr4971_58,138,reformationstiden
pr4974_58,91,GT
pr4974_58,108,Ham
pr4974_58,109,Ham
pr4978_58,1,"Kristeligt, Dagblad"
pr4978_58,2,Kronikken
pr4979_58,106,"Københavns, universitet"
pr4983_58,80,katolske
pr4985_58,32,TV3
pr4986_58,52,reformationstiden
pr4987_58,121,Informations
pr4988_58,6,Jyllandsposten
pr4991_58,22,GT
pr4993_58,10,SAS
pr4994_58,80,TV
pr4994_58,84,Ramasjang
pr4996_58,90,"Lunds, universitet"
pr4997_58,4,"Harvard, University"
pr4997_58,7,Washington
pr4997_58,22,Kristi
pr5000_58,151,fyrrerne
pr5001_32,53,Ferrari
pr5001_32,72,Ham
pr5006_32,26,Det
pr5009_32,17,Naboen
pr5009_32,34,"Gamle, Testamente"
pr5009_32,34,Det
pr5009_32,34,Testamente
pr5009_32,36,Testamente
pr5009_32,50,"Det, Gamle"
pr5009_32,50,Det
pr5009_32,50,Testamente
pr5012_32,20,Ham
pr5016_32,14,Bilka
pr5022_32,33,Ham
pr5024_33,31,Israels
pr5027_33,0,Kristeligt
pr5028_33,56,pines
pr5028_33,78,Bilka
pr5028_33,84,Bilka
pr5028_33,103,pines
pr5029_33,4,Low
pr5031_33,2,Shrek
pr5033_33,50,Black
pr5033_33,148,Facebook
pr5035_33,5,Mercedes
pr5035_33,38,toyota
pr5035_33,72,mercedes
pr5035_33,145,mercedes
pr5035_33,174,mercedes
pr5035_33,174,fiat
pr5036_33,4,Nephew
pr5036_33,6,Gaffa
pr5036_33,45,Nephews
pr5037_33,0,"Ekstra, Bladet"
pr5037_33,6,evangelist
pr5037_33,58,Trøjen
pr5037_33,62,Diesel
pr5037_33,67,Gamle
pr5037_33,129,Mercedes
pr5039_33,116,"Kristeligt, Dagblad"
pr5042_33,62,"TV2, News"
pr5048_33,6,Facebook
pr5048_33,8,Facebook
pr5048_33,10,Facebook
pr5048_33,19,GT
pr5048_33,74,Houses
pr5048_33,84,Houses
pr5050_33,39,Bilka
pr5050_33,66,mercedes
pr5050_33,73,Mercedes
pr5051_33,49,Ham
pr5051_33,109,DK
pr5052_33,7,FN
pr5052_33,10,Israels
pr5053_33,32,katolske
pr5054_33,32,Hells
pr5054_33,42,Hells
pr5054_33,120,sting
pr5054_33,150,Ham
pr5055_33,21,Global
pr5055_33,21,Summit
pr5055_33,143,Alpha
pr5055_33,144,Alpha
pr5055_33,145,Alpha
pr5055_33,157,medarbejderne
pr5055_33,159,Alpha
pr5055_33,181,Alpha
pr5056_33,14,"Århus, Valgmenighed"
pr5057_33,58,Slam
pr5060_33,2,"Esbjerg, Gymnasium"
pr5060_33,88,Bedsteforældrene
pr5063_33,165,ak
pr5063_33,189,Ham
pr5065_33,70,Scandinavian
pr5067_33,8,tv2
pr5067_33,12,tv3
pr5067_33,113,katolske
pr5068_33,78,aftenposten
pr5068_33,82,playstation
pr5068_33,109,TV
pr5070_33,0,Facebook
pr5070_33,61,Facebook
pr5070_33,71,disney
pr5070_33,90,"romerske, centurion"
pr5070_33,120,toldboden
pr5074_33,33,"World, Trade, Center"
pr5074_33,165,Ham
pr5075_33,138,Ham
pr5076_33,72,Trump
pr5076_33,85,DR
pr5076_33,85,Kristen
pr5077_33,11,Halloween
pr5077_33,33,TV2
pr5077_33,57,Facebook
pr5077_33,80,Coldplay
pr5081_33,128,Ham
pr5082_33,21,"danske, landshold"
pr5082_33,43,kapitlet
pr5082_33,59,GT
pr5082_33,65,GT
pr5083_33,6,Wars
pr5084_33,3,"Kristeligt, Dagblad"
pr5084_33,71,Gallup
pr5089_33,1,DFU
pr5089_33,1,SFU
pr5089_33,86,Ham
pr5089_33,114,DFU
pr5089_33,132,belejrede
pr5091_33,0,"torino, Ave"
pr5093_33,5,"Israels, Premier, Præsident"
pr5093_33,62,blæsten
pr5095_33,19,Porte
pr5097_33,5,DDS
pr5098_33,102,"Midtjyllands, Avis"
pr5099_33,54,Facebook
pr5100_33,12,Low
pr5100_33,70,Facebook
pr5101_33,65,Kors
pr5102_34,10,Det
pr5103_34,6,FN
pr5103_34,28,lutherske
pr5108_34,29,"Det, Gamle, Testamente"
pr5109_34,1,Taj
pr5110_34,11,Ham
pr5111_34,13,Det
pr5111_34,13,Testamente
pr5111_34,37,Santa
pr5114_34,34,Sl
pr5114_34,40,Sl
pr5114_34,46,Sl
pr5116_34,8,folketinget
pr5116_34,12,"Copenhagen, Pride"
pr5116_34,19,Testamente
pr5117_34,22,kliché
pr5117_34,46,Cubakrisen
pr5119_34,57,Det
pr5119_34,57,Testamente
pr5122_34,2,Ham
pr5123_34,2,Ham
pr5126_34,16,Israels
pr5126_34,17,Israels
pr5129_34,23,Det
pr5129_34,23,Testamente
pr5130_34,23,Testamente
pr5131_34,11,Himmelfart
pr5132_34,0,Nato
pr5132_34,3,Natos
pr5133_34,6,EU
pr5133_34,20,"Indre, Mission"
pr5134_34,40,Det
pr5134_34,40,Testamente
pr5137_34,16,Testamente
pr5138_34,13,Sebastians
pr5138_34,46,Det
pr5138_34,46,Testamente
pr5139_34,13,Sebastians
pr5139_34,46,Det
pr5139_34,46,Testamente
pr5140_34,3,TV
pr5140_34,33,Det
pr5140_34,33,Testamente
pr5141_34,31,Testamente
pr5142_34,12,Ham
pr5143_34,16,damerne
pr5146_34,84,Jesus
pr5147_34,10,"Røde, Kors"
pr5147_34,40,"Røde, Kors"
pr5149_34,24,Islamisk
pr5149_34,50,Islamisk
pr5150_34,21,Israels
pr5150_34,31,romerske
pr5152_34,1,Taj
pr5153_34,9,EU
pr5154_34,67,Ham
pr5155_34,36,Det
pr5156_34,48,Det
pr5157_34,18,Det
pr5158_34,11,Netto
pr5158_34,11,Silvan
pr5158_34,24,Det
pr5158_34,27,Ham
pr5158_34,28,Ham
pr5158_34,29,Ham
pr5158_34,51,Det
pr5159_34,19,Det
pr5160_34,21,Det
pr5162_34,2,USAs
pr5162_34,84,"Det, Gamle, Testamente"
pr5165_34,17,Slotspladsen
pr5167_34,24,Bethesda
pr5167_34,49,"Mercedes, Benz"
pr5168_34,49,Tysklands
pr5169_34,9,Det
pr5169_34,9,Testamente
pr5171_34,10,EU
pr5171_34,12,Israels
pr5171_34,46,Israels
pr5172_34,0,FNs
pr5172_34,38,COP17
pr5172_34,41,"Det, Gamle, Testamente"
pr5172_34,45,Gamle
pr5173_34,6,folketinget
pr5173_34,10,Tivoli
pr5176_34,9,Metroen
pr5177_34,6,Det
pr5178_34,14,Ham
pr5179_34,21,GE
pr5179_34,21,"Saxo, Bank"
pr5179_34,32,Ham
pr5180_34,1,"Røde, Hærs"
pr5180_34,3,"Den, Røde, Hærs"
pr5180_34,4,Røde
pr5183_34,5,Ham
pr5183_34,61,"Den, Danske, Folkekirke"
pr5184_34,12,Ham
pr5185_34,0,Wall
pr5185_34,47,Testamente
pr5185_34,48,Folkekirkens
pr5186_34,0,Testamente
pr5191_34,12,Testamente
pr5195_34,35,Det
pr5195_34,48,Det
pr5201_34,3,Google
pr5201_34,3,Facebook
pr5203_34,11,Himmelfart
pr5205_34,57,Ham
pr5206_34,15,Testamente
pr5208_34,22,Wall
pr5208_34,31,GE
pr5208_34,31,"Saxo, Bank"
pr5208_34,46,Ham
pr5209_34,0,Det
pr5209_34,0,Testamente
pr5211_34,11,Det
pr5211_34,11,Testamente
pr5211_34,14,Det
pr5212_34,5,Testamente
pr5212_34,9,"Det, Gamle, Testamente"
pr5212_34,10,Det
pr5212_34,10,Testamentes
pr5212_34,16,"Det, Gamle, Testamente"
pr5212_34,18,Sl
pr5212_34,23,Testamente
pr5212_34,26,Det
pr5212_34,31,Det
pr5212_34,31,Testamente
pr5214_34,36,Facebook
pr5214_34,50,Ham
pr5214_34,51,Ham
pr5217_34,0,"Den, Danske, Folkekirke"
pr5217_34,11,Det
pr5219_34,36,Ham
pr5219_34,56,Artilleriet
pr5220_34,2,PLO
pr5220_34,6,AK47
pr5220_34,30,Ham
pr5221_34,12,Det
pr5222_34,38,Testamente
pr5223_34,7,Bethesda
pr5223_34,18,Testamente
pr5225_34,31,Palæstinas
pr5228_34,8,NATO
pr5228_34,66,Det
pr5229_34,10,Det
pr5229_34,10,Testamente
pr5230_34,34,Lot
pr5230_34,47,Lot
pr5231_34,16,"Capitol, Hill"
pr5231_34,16,Det
pr5231_34,16,Knesset
pr5231_34,16,"British, Museum"
pr5231_34,16,IS
pr5232_34,13,"Det, Gamle, Testamente"
pr5234_34,11,Magasin
pr5234_34,13,Trump
pr5234_34,18,Politiken
pr5235_34,13,Det
pr5235_34,13,Testamente
pr5235_34,37,Santa
pr5236_34,26,Sl
pr5239_34,47,Tryg
pr5241_34,17,”
pr5241_34,27,Salmernes
pr5242_34,41,kz
pr5244_34,16,"Det, Gamle"
pr5244_34,44,Ham
pr5244_34,84,Det
pr5244_34,84,Testamente
pr5245_34,9,Det
pr5245_34,41,Testamente
pr5245_34,46,Det
pr5246_34,20,romerske
pr5246_34,24,"Det, Gamle, Testamente"
pr5246_34,24,Salmernes
pr5248_34,16,Sl
pr5249_34,9,”
pr5249_34,9,Sl
pr5249_34,9,Sl
pr5250_34,29,hjorten
pr5251_34,0,lutherske
pr5251_34,3,katolske
pr5251_34,13,rigsdagen
pr5251_34,15,rigsdagen
pr5251_34,18,Det
pr5251_34,28,DDR
pr5251_34,42,evangelisk
pr5251_34,42,lutherske
pr5252_34,0,Islamisk
pr5252_34,1,IS
pr5253_34,0,Pennsylvanias
pr5254_34,38,Matthæusevangeliet
pr5260_34,16,Det
pr5261_34,14,DSB
pr5263_34,64,Testamente
pr5266_34,48,Sl
pr5269_34,45,Det
pr5269_34,45,Testamente
pr5269_34,46,Testamente
pr5272_34,32,Gamle
pr5273_34,22,Kristi
pr5277_34,2,Sl
pr5283_34,3,bornholmer
pr5285_35,21,DDS
pr5285_35,61,DDS
pr5290_36,4,Ham
pr5291_36,50,Ham
pr5294_36,19,Ham
pr5294_36,21,Ham
pr5295_36,0,Himmelfartsdag
pr5295_36,56,Hellige
pr5301_36,50,Frem
pr5303_36,45,Ham
pr5305_36,12,Ham
pr5305_36,13,Ham
pr5308_36,18,Ham
pr5310_36,6,Ham
pr5313_36,15,Ham
pr5315_36,12,romerske
pr5317_36,74,Ham
pr5319_36,48,Springer
pr5320_36,21,Ham
pr5322_36,69,Ham
pr5323_36,37,Ham
pr5328_36,66,Ham
pr5329_36,11,Ham
pr5334_36,22,Ham
pr5335_36,71,Ham
pr5336_36,15,Ham
pr5336_36,53,Ham
pr5338_36,13,Ham
pr5339_36,56,Ham
pr5341_36,20,Ham
pr5350_36,28,Ham
pr5350_36,28,Ham
pr5351_36,2,Bilka
pr5357_36,31,Gestapo
pr5357_36,34,Gestapo
pr5358_36,48,Ham
pr5360_36,34,Ham
pr5361_36,3,nazistiske
pr5364_36,70,Ham
pr5366_36,37,Ham
pr5368_36,6,Ham
pr5369_36,17,Ham
pr5370_36,3,Israels
pr5370_36,8,ak
pr5372_36,56,ak
pr5378_36,1,"Herren, Jesus, Krist, vor, Frelser"
pr5380_36,47,Ham
pr5381_36,18,Ham
pr5381_36,18,Ham
pr5382_36,33,Ham
pr5384_36,56,Ham
pr5385_36,42,Ham
pr5386_36,60,Københavns
pr5387_36,4,Ham
pr5391_36,0,Beder
pr5391_36,39,Ham
pr5397_36,51,Frem
pr5399_36,29,Van
pr5405_36,14,ak
pr5408_36,12,Ham
pr5408_36,43,Ham
pr5409_36,4,Ham
pr5410_36,33,Ham
pr5413_36,8,Ham
pr5416_36,70,Ham
pr5421_36,8,Lærde
pr5425_36,7,Ham
pr5425_36,8,ak
pr5442_37,21,Det
pr5443_37,19,jødiske
pr5445_37,40,Ham
pr5445_37,40,Ham
pr5445_37,43,Ham
pr5447_37,1,Bogense
pr5447_37,4,Var
pr5447_37,28,Røde
pr5448_37,1,Bilka
pr5451_37,47,Ham
pr5451_37,62,Londons
pr5452_37,11,Facebook
pr5452_37,17,Facebook
pr5452_37,41,Ham
pr5453_37,79,evangeliske
pr5453_37,95,"Royal, Albert, Hall"
pr5455_37,41,romerske
pr5458_37,4,TV
pr5460_37,43,Testamente
pr5464_37,2,Radioavisen
pr5464_37,2,nissebanden
pr5464_37,5,Nissebanden
pr5464_37,11,Nissebanden
pr5464_37,12,TV
pr5465_37,0,TV
pr5474_37,7,håndboldlandshold
pr5480_37,39,Det
pr5481_37,0,"Kristeligt, Dagblad"
pr5481_37,0,"Kristeligt, Dagblad"
pr5483_37,23,Gestapo
pr5483_37,24,KZ
pr5489_37,0,DR
pr5490_37,14,"Det, Gamle, Testamente"
pr5491_37,37,"Århus, Universitet"
pr5491_37,67,Det
pr5491_37,67,Testamente
pr5496_37,32,P1
pr5496_37,34,Andeby
pr5501_37,2,Facebook
pr5501_37,3,Facebook
pr5501_37,6,"USA's, præsident"
pr5503_37,53,Ham
pr5504_37,56,Sl
pr5506_37,34,Ham
pr5506_37,59,rigsrevisionen
pr5507_37,5,"Lille, Vega"
pr5515_37,1,lutherske
pr5516_37,7,"Det, Gamle"
pr5520_37,39,Det
pr5521_37,0,P1
pr5521_37,67,Air
pr5523_37,68,evangeliske
pr5523_37,84,"Royal, Albert, Hall"
pr5527_37,18,Facebook
pr5529_37,40,Ham
pr5532_37,6,Det
pr5532_37,6,Testamente
pr5532_37,14,"Det, Gamle, Testamente"
pr5533_37,11,Isam
pr5533_37,13,Isam
pr5533_37,22,Isam
pr5537_37,5,Besættelsen
pr5538_37,23,katolske
pr5546_37,40,Ham
pr5548_37,11,Politiken
pr5549_37,45,”
pr5550_37,23,Fifa
pr5552_37,7,Paven
pr5552_37,43,Audi
pr5555_37,12,"Det, Gamle, Testamente"
pr5555_37,16,Dortmund
pr5555_37,16,Liverpool
pr5557_37,1,Lille
pr5557_37,59,Ham
pr5562_37,25,Påske
